ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Avg Air Temp (F),Avg Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F),FIRE_SIZE
0.06,0.01,214.0,13.2,56.8,84.0,9.5,228.6,55.5,1.0
0.05,0.0,172.0,11.8,56.3,76.0,7.4,177.8,62.3,0.1
0.04,0.03,175.0,12.9,55.0,87.0,7.4,178.6,60.5,0.05
0.04,0.14,157.0,11.8,55.7,78.0,3.4,82.7,65.3,5.0
0.03,0.11,174.0,13.1,54.1,92.0,3.3,80.2,64.5,7.4
0.2,0.0,589.0,12.3,60.5,68.0,6.1,146.6,57.3,0.01
0.22,0.0,653.0,10.6,61.1,58.0,4.9,118.2,62.8,0.25
0.23,0.0,648.0,11.2,66.6,50.0,3.6,87.1,63.6,0.01
0.28,0.0,674.0,6.5,66.8,29.0,6.1,146.6,62.2,0.1
0.24,0.0,674.0,11.6,66.3,52.0,4.3,102.5,63.8,0.01
0.24,0.0,674.0,11.6,66.3,52.0,4.3,102.5,63.8,0.5
0.3,0.0,689.0,6.6,76.6,21.0,6.2,148.8,68.3,0.25
0.25,0.0,662.0,9.7,67.4,42.0,4.6,110.1,65.6,80.0
0.27,0.0,669.0,6.4,70.7,25.0,4.2,100.5,61.8,0.01
0.24,0.0,657.0,6.3,56.8,40.0,4.3,104.0,48.9,0.1
0.18,0.02,567.0,12.7,57.5,79.0,3.8,90.4,62.5,0.01
0.18,0.0,607.0,11.8,54.2,82.0,5.8,138.5,64.3,211.0
0.25,0.0,665.0,11.1,72.3,41.0,3.9,94.0,68.0,0.01
0.22,0.0,686.0,4.7,51.4,36.0,3.5,84.6,51.7,0.01
0.31,0.0,606.0,7.4,85.7,18.0,5.1,122.7,72.4,1.0
0.22,0.01,584.0,8.1,62.4,42.0,3.1,74.6,61.1,0.2
0.31,0.0,621.0,6.6,77.6,20.0,6.0,143.6,63.0,0.1
0.13,0.0,570.0,16.6,57.5,100.0,3.2,76.2,68.0,1.0
0.27,0.0,613.0,10.3,70.3,41.0,4.8,114.2,70.8,0.01
0.31,0.0,621.0,6.6,77.6,20.0,6.0,143.6,63.0,0.1
0.17,0.09,601.0,12.5,57.4,78.0,2.8,67.6,71.0,0.01
0.16,0.02,565.0,12.1,54.6,83.0,3.9,94.7,63.1,0.01
0.23,0.02,667.0,6.4,57.0,40.0,5.6,133.6,51.2,0.1
0.3,0.0,665.0,8.5,70.6,33.0,7.4,178.7,63.9,180.0
0.18,0.0,592.0,11.5,55.6,76.0,4.0,96.5,66.69276448265181,0.21
0.23,0.0,632.0,12.9,64.9,61.0,6.4,154.0,64.3,0.1
0.27,0.0,691.0,12.3,78.9,37.0,4.0,96.3,73.7,0.5
0.16,0.0,527.0,11.0,58.2,66.0,2.7,64.7,66.1,0.1
0.19,0.0,625.0,13.5,59.6,78.0,3.2,76.7,66.0,1.0
0.19,0.0,625.0,13.5,59.6,78.0,3.2,76.7,66.0,0.6
0.22,0.0,632.0,11.9,62.9,61.0,6.4,152.7,64.8,1.0
0.16,0.0,491.0,14.6,62.5,76.0,5.2,124.0,73.1,1.0
0.18,0.0,545.0,11.2,60.7,62.0,4.6,110.3,68.2,0.5
0.2,0.0,653.0,7.7,50.7,61.0,5.3,127.8,51.6,1.0
0.18,0.0,545.0,11.2,60.7,62.0,4.6,110.3,68.2,0.01
0.06,0.0,227.0,12.0,59.8,68.0,3.2,76.6,67.0,0.01
0.09,0.0,290.0,11.1,55.9,73.0,5.5,131.5,62.3,1.5
0.18,0.0,480.0,10.4,62.0,55.0,7.5,179.7,64.5,100.0
0.18,0.0,480.0,10.4,62.0,55.0,7.5,179.7,64.5,0.01
0.18,0.0,480.0,10.4,62.0,55.0,7.5,179.7,64.5,0.01
0.18,0.0,480.0,10.4,62.0,55.0,7.5,179.7,64.5,1.0
0.06,0.0,240.0,12.3,56.5,79.0,3.0,72.1,62.4,0.1
0.16,0.0,492.0,10.8,59.2,63.0,4.6,110.2,67.5,0.1
0.18,0.0,674.0,7.8,47.8,69.0,6.5,156.3,51.5,1.0
0.16,0.0,492.0,10.8,59.2,63.0,4.6,110.2,67.5,0.01
0.17,0.0,798.0,10.4,59.1,61.0,6.6,157.7,66.0,1.0
0.18,0.0,480.0,10.4,62.0,55.0,7.5,179.7,64.5,0.01
0.13,0.0,451.0,11.4,55.5,76.0,4.5,106.9,66.69276448265181,0.12
0.28,0.0,639.0,9.8,73.2,35.0,6.6,159.1,74.2,0.1
0.17,0.0,462.0,10.6,59.6,61.0,6.8,162.4,64.6,0.01
0.15,0.0,534.0,9.8,51.5,75.0,3.9,92.5,59.6,0.01
0.15,0.0,459.0,10.8,56.6,69.0,7.2,172.4,64.6,1.0
0.17,0.0,462.0,10.6,59.6,61.0,6.8,162.4,64.6,0.1
0.05,0.0,174.0,11.5,60.7,64.0,3.2,76.7,71.9,0.11
0.17,0.0,462.0,10.6,59.6,61.0,6.8,162.4,64.6,0.25
0.19,0.0,713.0,4.4,42.0,48.0,3.5,84.8,51.8,0.01
0.05,0.0,174.0,11.5,60.7,64.0,3.2,76.7,71.9,0.12
0.15,0.0,459.0,10.8,56.6,69.0,7.2,172.4,64.6,0.25
0.14,0.0,624.0,4.6,33.9,69.0,5.5,131.5,50.9,0.1
0.11,0.07,331.0,9.0,57.4,56.0,4.7,113.4,65.4,0.01
0.04,0.06,198.0,10.2,52.9,75.0,2.3,54.1,62.3,0.12
0.18,0.0,543.0,9.5,61.1,52.0,5.3,127.8,68.7,0.1
0.13,0.0,457.0,12.1,56.1,79.0,4.4,106.1,61.9,0.1
0.08,0.24,306.0,9.3,53.7,66.0,4.3,102.1,62.5,0.1
0.08,0.24,306.0,9.3,53.7,66.0,4.3,102.1,62.5,1.0
0.1,0.0,371.0,11.7,55.3,78.0,3.7,89.4,66.69276448265181,0.5
0.11,0.0,383.0,11.3,56.9,72.0,4.2,102.0,61.7,0.01
0.25,0.0,670.0,10.1,68.0,43.0,5.9,141.9,69.5,1.0
0.18377807907948257,0.0,709.0,6.8,60.9,37.0,4.2,100.8,61.1,0.1
0.21,0.0,679.0,7.4,50.8,59.0,4.4,105.0,48.5,0.01
0.19,0.0,632.0,12.7,57.6,79.0,4.1,98.2,66.69276448265181,1.5
0.2,0.01,576.0,9.8,59.6,57.0,2.8,67.8,60.0,4.0
0.25,0.0,622.0,10.1,65.1,48.0,4.6,109.9,61.3,3.0
0.2,0.01,576.0,9.8,59.6,57.0,2.8,67.8,60.0,0.25
0.23,0.0,685.0,11.4,62.9,58.0,3.5,83.6,69.2,0.5
0.24,0.0,662.0,13.1,64.5,63.0,5.0,120.4,61.2,1.0
0.29,0.0,684.0,10.6,74.8,36.0,6.3,152.0,69.7,0.2
0.18,0.0,588.0,12.2,56.0,80.0,4.8,114.9,66.69276448265181,0.12
0.2,0.0,667.0,9.7,50.7,77.0,5.8,138.8,64.4,0.02
0.24,0.0,695.0,9.8,59.3,57.0,5.8,140.3,64.7,0.1
0.21,0.03,691.0,6.9,51.2,54.0,7.5,179.8,50.5,0.25
0.18,0.0,388.0,11.9,57.8,73.0,3.6,87.1,65.2,0.01
0.2,0.0,610.0,10.0,59.9,57.0,4.8,114.6,65.8,21.0
0.15,0.0,421.0,10.2,57.5,63.0,6.2,149.8,61.5,12.0
0.09,0.23,337.0,12.0,57.1,76.0,4.9,117.1,66.6,214.0
0.09,0.23,337.0,12.0,57.1,76.0,4.9,117.1,66.6,214.0
0.23,0.0,583.0,10.3,64.9,49.0,8.2,196.7,70.2,1.0
0.06,0.31,241.0,10.0,55.1,67.0,3.7,88.7,64.9,0.1
0.1,0.0,363.0,10.9,53.9,77.0,4.3,104.2,61.4,0.1
0.1,0.0,363.0,10.9,53.9,77.0,4.3,104.2,61.4,0.1
0.16,0.0,283.0,13.8,57.6,55.74606916779595,3.0,72.4,68.1,0.2
0.11,0.0,356.0,11.9,57.5,73.0,5.9,141.7,61.6,3.0
0.16,0.0,521.0,11.4,56.6,73.0,6.1,146.3,62.2,1.0
0.21,0.0,650.0,13.9,60.7,77.0,5.6,135.2,61.9,0.1
0.19,0.0,577.0,12.3,60.4,69.0,5.5,132.8,62.3,0.01
0.2,0.0,660.0,11.8,57.1,74.0,5.6,134.2,66.69276448265181,0.6
0.16,0.0,464.0,12.5,60.0,71.0,7.5,179.5,60.1,0.1
0.16,0.0,464.0,12.5,60.0,71.0,7.5,179.5,60.1,0.1
0.1,0.0,318.0,11.3,58.7,67.0,4.8,114.7,61.6,4.0
0.32,0.0,679.0,10.1,72.4,37.0,10.3,248.4,69.5,1.0
0.16,0.0,506.0,11.2,60.2,63.0,6.2,147.9,63.1,0.1
0.2,0.0,613.0,13.1,60.7,73.0,5.1,123.1,62.6,0.01
0.21,0.0,659.0,11.1,61.6,59.0,4.1,97.8,66.0,0.01
0.21,0.0,659.0,11.1,61.6,59.0,4.1,97.8,66.0,0.1
0.19,0.03,710.0,8.9,46.7,81.0,4.7,113.4,49.6,1.0
0.15,0.0,590.0,5.4,41.4,61.0,2.9,68.9,50.6,0.1
0.3,0.0,683.0,11.0,74.1,38.0,8.3,199.0,69.7,0.1
0.3,0.0,683.0,11.0,74.1,38.0,8.3,199.0,69.7,1.0
0.19,0.0,577.0,11.7,59.1,68.0,5.3,126.8,64.3,0.01
0.15,0.0,590.0,5.4,41.4,61.0,2.9,68.9,50.6,0.1
0.18,0.01,579.0,12.0,59.6,69.0,2.8,68.2,68.5,80.0
0.21,0.0,627.0,11.4,61.8,60.0,5.0,120.9,66.5,0.01
0.15,0.0,506.0,12.0,58.3,72.0,3.0,72.3,65.3,0.01
0.21,0.0,627.0,11.4,61.8,60.0,5.0,120.9,66.5,0.01
0.18,0.02,581.0,11.1,55.8,73.0,3.7,89.6,60.2,0.01
0.16,0.0,526.0,11.8,57.5,73.0,3.4,82.0,60.8,2.0
0.19,0.0,640.0,12.2,56.8,77.0,4.9,116.7,66.7,1.0
0.09,0.0,305.0,12.7,60.4,71.0,4.3,103.9,62.8,0.01
0.18,0.0,583.0,11.4,55.1,77.0,3.6,86.5,61.3,0.2
0.18,0.0,543.0,15.7,63.3,79.0,4.9,118.1,63.1,0.01
0.12,0.0,388.0,15.5,63.7,77.0,3.3,78.1,68.6,0.01
0.18,0.0,543.0,15.7,63.3,79.0,4.9,118.1,63.1,0.1
0.18,0.0,601.0,12.0,55.5,80.0,4.9,117.1,66.6,0.5
0.19,0.0,626.0,12.9,57.7,79.0,4.6,110.0,66.69276448265181,0.3
0.23,0.0,674.0,13.7,63.9,67.0,4.9,116.6,66.6,0.05
0.19,0.0,631.0,13.6,58.6,81.0,4.5,108.9,66.69276448265181,0.12
0.32,0.0,694.0,12.9,80.9,36.0,5.9,142.4,74.5,0.1
0.31,0.0,678.0,7.9,74.4,27.0,6.3,150.4,63.4,0.5
0.31,0.0,678.0,7.9,74.4,27.0,6.3,150.4,63.4,0.1
0.27,0.0,730.0,14.2,72.1,53.0,4.0,95.0,69.3,0.01
0.23,0.0,647.0,5.9,57.6,36.0,3.3,79.2,58.8,0.1
0.15,0.02,549.0,12.5,53.0,91.0,4.0,95.3,63.8,0.01
0.31,0.0,704.0,12.2,86.4,28.0,4.6,111.1,78.1,0.01
0.25,0.0,660.0,16.5,68.8,69.0,6.7,159.7,70.2,0.1
0.24,0.0,690.0,14.2,68.0,61.0,4.2,101.0,69.6,0.1
0.18377807907948257,0.0,770.0,5.8,84.3,14.0,6.3,150.9,69.1,0.1
0.26,0.07,727.0,7.8,62.9,40.0,5.6,133.8,55.1,0.01
0.33,0.0,683.0,10.8,84.4,27.0,6.7,160.4,75.3,1.0
0.24,0.03,698.0,7.3,59.9,42.0,7.1,169.4,55.4,0.1
0.22,0.0,704.0,14.8,63.2,75.0,4.2,100.5,71.2,0.01
0.22,0.0,704.0,14.2,60.6,78.0,4.9,118.6,66.69276448265181,52.0
0.22,0.0,681.0,13.5,65.2,63.0,5.3,126.6,69.5,1.0
0.2,0.0,0.0,12.059313085129547,55.7,55.74606916779595,1.5,35.8,65.3,0.1
0.05,0.013054172024704328,1726.0,12.059313085129547,70.2,55.74606916779595,4.2049462988788875,100.90978211653054,66.69276448265181,0.25
0.17,0.0,568.0,14.9,61.8,79.0,3.8,92.0,69.7,0.01
0.2,0.0,0.0,12.059313085129547,53.7,55.74606916779595,1.5,36.9,65.1,0.1
0.23,0.0,630.0,13.0,66.5,59.0,5.1,122.9,67.5,0.1
0.31,0.0,706.0,11.3,78.9,34.0,7.1,169.7,74.2,0.01
0.24,0.06,713.0,9.1,60.2,51.0,3.6,87.2,55.2,0.4
0.32,0.0,770.0,11.5,81.5,31.0,4.4,106.1,71.5,0.05
0.27,0.0,647.0,14.3,71.7,54.0,4.4,104.8,75.5,2.0
0.29,0.0,679.0,11.7,80.8,32.0,5.0,118.9,68.6,0.01
0.3,0.0,732.0,13.9,86.6,32.0,3.8,90.8,77.9,0.25
0.33,0.0,703.0,12.9,80.6,36.0,5.7,136.5,72.4,0.1
0.16,0.0,303.0,13.7,79.4,40.0,6.0,143.3,69.4,100.0
0.18,0.02,613.0,15.1,60.2,85.0,4.1,97.8,66.1,0.1
0.23,0.0,633.0,18.6,68.7,78.0,5.9,142.1,67.4,0.05
0.19,0.0,592.0,18.5,65.8,85.0,3.3,78.7,66.4,55.0
0.18,0.02,613.0,15.1,60.2,85.0,4.1,97.8,66.1,0.1
0.19,0.03,498.0,15.3,71.4,58.0,3.0,72.3,65.8,5.0
0.19,0.0,592.0,18.5,65.8,85.0,3.3,78.7,66.4,55.0
0.22,0.0,596.0,16.9,70.1,67.0,6.3,150.4,69.3,0.01
0.17,0.0,538.0,18.6,65.8,86.0,4.0,96.9,72.2,0.01
0.18,0.0,539.0,18.0,65.9,83.0,4.7,112.6,67.8,0.2
0.14,0.02,480.0,10.3,47.0,94.0,4.0,95.2,65.7,0.01
0.14,0.02,480.0,10.3,47.0,94.0,4.0,95.2,65.7,0.25
0.14,0.0,465.0,17.9,65.7,83.0,2.5,60.0,66.5,0.04
0.17,0.06,523.0,9.9,60.6,55.0,3.1,73.2,61.4,0.1
0.2,0.0,583.0,16.4,67.2,72.0,3.4,82.6,75.4,0.1
0.24,0.0,621.0,16.5,71.3,63.0,4.3,104.0,69.7,0.1
0.21,0.0,663.0,14.5,60.8,80.0,4.7,113.8,66.69276448265181,0.02
0.26,0.0,663.0,18.4,71.9,69.0,5.3,126.9,77.6,3.1
0.18,0.0,578.0,19.2,67.9,83.0,2.8,68.2,72.0,0.01
0.21,0.11,657.0,16.9,65.8,78.0,3.5,83.9,72.3,198.0
0.22,0.05,598.0,10.6,65.7,49.0,2.6,62.5,67.0,0.75
0.29,0.0,722.0,15.1,78.3,46.0,4.1,98.0,71.3,0.1
0.22,0.02,674.0,17.4,66.2,79.0,4.2,99.9,73.4,0.1
0.21,0.0,691.0,13.1,56.2,85.0,4.3,104.3,71.7,0.1
0.23,0.0,716.0,13.7,61.5,73.0,2.9,69.3,69.9,2446.0
0.23,0.0,716.0,13.7,61.5,73.0,2.9,69.3,69.9,2446.0
0.34,0.0,736.0,10.5,90.9,21.0,6.2,149.3,80.6,1.0
0.29,0.0,716.0,10.9,83.4,28.0,3.1,74.5,68.9,1.0
0.33,0.0,722.0,8.2,81.0,23.0,5.6,133.8,68.2,0.01
0.32,0.0,719.0,9.1,80.2,26.0,4.4,106.7,78.5,311.0
0.14,0.04,576.0,7.6,65.9018397777011,55.74606916779595,4.1,99.3,65.8,1.0
0.29,0.0,749.0,12.3,77.1,39.0,4.0,95.9,72.3,1.0
0.25,0.01,728.0,4.2,62.3,22.0,3.4,81.7,60.2,55.0
0.25,0.01,728.0,4.2,62.3,22.0,3.4,81.7,60.2,55.0
0.28,0.06,731.0,8.2,68.4,35.0,7.3,175.9,60.2,0.1
0.2,0.0,679.0,12.6,55.3,84.0,5.2,124.5,70.2,0.01
0.32,0.0,704.0,12.2,92.6,23.0,4.3,103.1,82.9,0.01
0.28,0.04,729.0,7.6,69.8,30.0,6.7,159.8,60.5,0.1
0.18,0.09,446.0,9.1,70.3,36.0,4.7,112.1,60.9,0.1
0.11,0.0,271.0,23.4,86.8,54.0,3.1,74.0,83.0,0.25
0.2,0.0,401.0,11.0,78.7,33.0,4.8,115.9,71.1,0.01
0.22,0.0,393.0,12.5,84.5,31.0,4.8,114.7,71.3,0.1
0.17,0.01,611.0,13.2,56.0,86.0,4.4,104.8,66.8,0.25
0.14,0.0,388.0,20.5,73.3,73.0,3.8,92.3,76.9,0.01
0.17,0.01,592.0,13.3,56.9,84.0,3.5,85.2,67.4,0.2
0.13,0.0,255.0,24.3,88.3,55.74606916779595,4.6,110.9,83.8,0.25
0.1,0.0,319.0,15.4,68.3,65.0,1.9,44.9,71.0,1.0
0.19,0.0,329.0,24.4,88.1,54.0,7.2,173.8,81.7,0.01
0.27,0.0,618.0,14.7,78.9,44.0,4.3,104.3,75.5,0.01
0.31,0.0,684.0,19.2,91.6,38.0,4.4,104.5,84.0,0.1
0.27,0.0,618.0,14.7,78.9,44.0,4.3,104.3,75.5,0.01
0.25,0.0,638.0,18.2,75.0,62.0,4.4,105.9,70.5,0.01
0.22,0.0,675.0,17.8,70.3,70.0,2.9,69.0,74.1,6.0
0.24,0.0,627.0,15.9,68.7,66.0,5.9,140.7,71.9,0.01
0.24,0.0,637.0,10.3,70.7,40.0,6.3,150.4,75.3,1.0
0.35,0.0,679.0,15.3,90.6,31.0,7.3,174.8,82.6,0.2
0.18,0.02,581.0,14.4,59.6,83.0,4.5,108.0,68.5,0.25
0.25,0.0,738.0,6.9,58.5,41.0,3.3,79.2,63.6,0.1
0.23,0.0,614.0,15.5,66.6,70.0,6.6,159.1,73.3,0.25
0.21,0.0,618.0,16.3,67.0,72.0,4.9,116.4,74.6,0.01
0.2,0.0,535.0,16.1,68.3,68.0,7.5,179.5,72.7,0.1
0.22,0.0,594.0,14.4,68.0,62.0,7.8,187.1,72.3,13.0
0.2,0.0,568.0,14.5,65.0,69.0,4.5,107.8,66.69276448265181,0.29
0.17,0.0,490.0,14.0,68.0,60.0,4.9,117.3,71.9,0.1
0.22,0.0,724.0,7.7,53.6,55.0,3.1,75.5,60.6,0.1
0.24,0.17,700.0,15.5,67.0,69.0,4.3,103.0,73.1,0.5
0.21,0.0,642.0,16.0,67.2,70.0,3.2,77.3,76.5,0.1
0.26,0.0,692.0,14.3,70.9,55.0,4.5,107.8,71.4,0.1
0.23,0.0,695.0,15.9,66.8,71.0,3.1,75.3,71.9,0.1
0.22,0.0,613.0,17.4,68.0,74.0,4.4,105.7,72.4,0.1
0.21,0.0,632.0,16.6,64.6,80.0,5.2,125.8,66.69276448265181,0.12
0.21,0.0,651.0,15.7,64.0,77.0,5.0,119.9,66.69276448265181,0.01
0.16,0.0,497.0,16.9,66.1,77.0,3.3,78.9,78.2,0.1
0.26,0.0,635.0,13.9,71.6,53.0,5.8,138.3,70.3,0.1
0.07,0.44,165.0,15.7,68.1,67.0,2.3,54.4,80.0,0.1
0.23,0.0,657.0,27.5,80.5,77.0,4.5,108.3,85.9,1.0
0.22,0.0,505.0,23.4,79.9,67.0,6.4,153.7,79.5,2.0
0.11,1.03,334.0,21.1,72.2,78.0,3.8,91.3,71.9,1.0
0.26,0.0,630.0,22.6,85.7,54.0,4.9,118.2,79.6,0.1
0.19,0.0,533.0,23.0,73.3,55.74606916779595,4.1,97.4,71.1,0.01
0.13,0.0,395.0,20.5,72.6,75.0,3.7,89.5,79.1,0.1
0.31,0.0,660.0,20.7,89.8,43.0,7.0,166.9,84.5,0.1
0.28,0.0,683.0,23.3,88.1,51.0,5.8,138.6,84.5,0.1
0.15,0.0,500.0,18.4,64.2,90.0,4.0,97.1,71.1,0.01
0.12,0.0,360.0,20.6,73.4,73.0,2.5,60.1,77.8,0.5
0.23,0.0,661.0,19.3,70.2,77.0,3.0,70.9,74.0,0.01
0.21,0.0,597.0,22.1,74.1,77.0,2.8,67.4,73.3,0.01
0.3,0.0,678.0,15.0,88.6,33.0,5.2,125.8,83.3,0.1
0.3,0.0,678.0,15.0,88.6,33.0,5.2,125.8,83.3,1.0
0.24,0.0,688.0,17.7,77.8,54.0,1.3,31.4,73.9,0.01
0.24,0.0,699.0,13.6,75.8,45.0,1.5,35.8,73.3,1.0
0.24,0.0,659.0,16.1,70.6,63.0,3.7,89.9,81.9,0.1
0.33,0.0,678.0,11.2,89.7,24.0,5.9,142.2,81.5,0.01
0.27,0.0,991.0,15.7,81.6,43.0,4.6,111.6,75.4,0.01
0.25,0.07,694.0,14.3,68.3,61.0,3.6,86.3,61.1,0.5
0.18,0.0,524.0,18.0,67.6,78.0,4.2,101.4,66.69276448265181,0.12
0.24,0.0,638.0,18.3,72.9,66.0,3.7,88.7,83.5,0.25
0.28,0.0,725.0,25.7,89.2,55.0,3.1,74.3,87.6,1.0
0.27,0.0,648.0,16.4,77.1,52.0,4.6,109.5,75.3,0.1
0.34,0.0,877.0,13.8,98.1,22.0,7.3,174.3,82.8,1.0
0.19,0.03,529.0,14.1,64.2,68.0,3.0,71.1,71.1,0.1
0.26,0.0,668.0,13.7,77.2,43.0,2.6,62.8,80.5,0.5
0.19,0.0,523.0,14.8,80.2,42.0,1.4,32.6,73.6,0.01
0.24,0.0,508.0,14.4,91.7,28.0,3.0,72.7,82.3,1.0
0.23,0.0,642.0,16.2,72.1,60.0,4.5,108.7,74.9,0.1
0.17,0.0,540.0,15.5,64.8,74.0,2.8,66.8,72.4,3.0
0.22,0.0,640.0,15.6,63.8,77.0,4.3,103.3,66.69276448265181,0.35
0.18,0.03,517.0,13.9,63.4,70.0,2.7,65.0,69.6,0.5
0.23,0.0,580.0,14.6,69.2,60.0,4.6,111.4,71.5,0.1
0.17,0.0,519.0,16.6,67.2,73.0,3.9,92.6,76.6,0.01
0.2,0.0,596.0,14.3,66.6,64.0,3.1,73.4,73.0,0.17
0.21,0.0,594.0,13.6,62.3,71.0,4.6,110.2,70.3,0.01
0.28,0.0,595.0,14.3,88.8,31.0,4.1,97.6,73.1,0.25
0.25,0.0,556.0,15.9,79.8,46.0,3.4,81.4,74.2,0.1
0.24,0.0,628.0,15.8,65.9018397777011,55.74606916779595,3.6,85.3,66.69276448265181,0.2
0.18,0.02,565.0,17.9,65.5,84.0,3.1,74.3,69.7,0.03
0.26,0.0,622.0,9.3,87.2,21.0,1.4,33.3,73.3,1.0
0.32,0.0,609.0,19.3,98.1,31.0,5.6,134.6,86.4,0.2
0.24,0.0,657.0,8.0,65.9,37.0,3.0,71.1,63.6,100.0
0.22,0.0,544.0,16.2,65.9018397777011,55.74606916779595,3.9,93.2,66.69276448265181,0.2
0.18377807907948257,0.0,674.0,8.9,93.7,55.74606916779595,5.7,135.8,76.3,0.1
0.3,0.0,630.0,21.2,97.3,35.0,3.9,94.5,85.2,0.01
0.32,0.0,609.0,19.3,98.1,31.0,5.6,134.6,86.4,1.0
0.3,0.0,630.0,21.2,97.3,35.0,3.9,94.5,85.2,0.1
0.3,0.0,601.0,19.1,97.6,31.0,3.9,94.4,85.9,0.01
0.35,0.0,627.0,13.6,94.5,25.0,7.4,178.4,86.0,0.2
0.19,0.0,589.0,17.6,66.7,79.0,3.0,71.4,73.9,0.08
0.31,0.0,607.0,14.0,91.5,28.0,5.8,138.7,85.4,0.01
0.18,0.0,511.0,14.8,64.6,71.0,4.4,105.7,71.1,0.01
0.16,0.0,514.0,16.7,65.8,77.0,3.0,71.7,73.5,1.0
0.21,0.0,601.0,16.3,75.3,54.0,1.3,31.2,72.9,0.01
0.18,0.0,561.0,16.6,64.5,80.0,4.1,98.8,66.69276448265181,1.0
0.16,0.02,505.0,17.0,64.0,84.0,3.7,89.7,69.8,0.06
0.15,0.01,510.0,17.2,64.3,84.0,1.6,38.8,69.8,0.01
0.13,0.04,387.0,20.0,73.3,72.0,2.9,70.3,76.2,0.1
0.1,0.01,301.0,9.8,62.5,51.0,2.3,55.7,61.6,0.1
0.21,0.0,542.0,15.6,83.1,40.0,1.3,32.2,73.6,0.01
0.26,0.0,588.0,13.9,81.4,38.0,3.4,81.3,82.8,0.12
0.26,0.0,567.0,15.5,85.6,37.0,4.3,104.4,74.3,0.25
0.23,0.0,552.0,14.9,73.7,53.0,3.6,86.2,66.69276448265181,0.2
0.27,0.0,571.0,13.5,88.4,29.0,4.2,100.0,73.9,1.0
0.3,0.0,591.0,1.5,85.4,4.0,5.2,125.4,79.6,0.1
0.28,0.0,570.0,10.4,83.4,27.0,4.9,118.7,72.0,0.1
0.17,0.02,503.0,19.3,67.5,84.0,3.6,87.0,70.7,0.01
0.19,0.0,537.0,19.1,68.8,80.0,4.6,109.5,66.69276448265181,0.02
0.18,0.0,514.0,20.4,74.5,70.0,2.7,65.0,66.69276448265181,21.0
0.18,0.0,514.0,20.4,74.5,70.0,2.7,65.0,66.69276448265181,21.0
0.18,0.0,514.0,20.4,74.5,70.0,2.7,65.0,66.69276448265181,0.1
0.18,0.0,514.0,20.4,74.5,70.0,2.7,65.0,66.69276448265181,0.1
0.32,0.0,578.0,15.2,95.5,27.0,6.3,151.5,86.3,0.2
0.17,0.0,556.0,16.0,62.9,82.0,4.5,108.3,66.69276448265181,0.25
0.25,0.0,601.0,14.2,72.4,52.0,5.2,124.5,74.0,0.6
0.18,0.0,528.0,15.9,72.1,59.0,1.5,35.0,73.3,0.01
0.2,0.0,573.0,16.2,72.3,60.0,4.0,95.6,74.3,0.01
0.12,0.03,392.0,16.5,62.4,85.0,3.2,77.5,69.3,0.1
0.18,0.0,528.0,15.9,72.1,59.0,1.5,35.0,73.3,0.01
0.19,0.0,532.0,16.6,70.5,65.0,3.9,92.8,82.5,0.1
0.2,0.0,559.0,15.9,71.9,59.0,4.1,97.6,73.8,0.01
0.21,0.0,530.0,14.9,70.0,59.0,5.5,132.7,72.0,0.12
0.18,0.0,551.0,17.7,68.4,75.0,3.6,85.6,77.5,0.1
0.17,0.0,758.0,17.6,70.6,69.0,4.0,95.5,76.5,0.01
0.2,0.0,621.0,5.2,54.2,37.0,3.9,94.6,59.1,0.1
0.16,0.0,485.0,13.8,60.2,77.0,5.7,137.1,72.8,0.01
0.15,0.0,459.0,11.9,59.4,69.0,2.7,64.7,67.5,0.01
0.19,0.0,570.0,16.2,68.8,67.0,4.0,96.1,75.3,0.01
0.21,0.0,560.0,13.2,66.5,59.0,4.8,115.3,70.1,0.01
0.18,0.0,553.0,16.5,69.8,67.0,2.0,48.4,73.6,1.0
0.24,0.0,577.0,12.6,76.6,40.0,3.9,92.7,71.9,0.1
0.18,0.0,431.0,10.5,66.7,47.0,3.6,87.6,66.69276448265181,0.11
0.2,0.0,618.0,8.1,57.4,50.0,3.3,79.6,57.5,0.1
0.22,0.12,516.0,13.2,75.8,43.0,3.9,92.5,75.5,0.5
0.24,0.0,535.0,16.0,79.2,47.0,5.3,128.0,70.6,0.01
0.23,0.14,549.0,14.9,79.5,43.0,3.7,89.2,76.5,29.6
0.23,0.14,549.0,14.9,79.5,43.0,3.7,89.2,76.5,50.0
0.18,0.0,408.0,12.7,72.8,46.0,3.6,85.4,66.69276448265181,1.0
0.24,0.0,463.0,0.2,85.8,0.0,4.6,111.4,78.4,0.25
0.24,0.0,514.0,16.5,83.3,42.0,4.5,108.1,71.6,0.01
0.22,0.0,548.0,11.7,70.3,46.0,4.1,97.8,72.6,1.0
0.27,0.0,474.0,19.4,94.4,35.0,5.4,128.7,83.6,1.0
0.17,0.0,388.0,25.7,86.8,59.0,3.6,86.4,84.6,0.5
0.17,0.0,483.0,18.7,73.1,67.0,2.4,57.6,66.69276448265181,0.01
0.19,0.0,403.0,16.9,83.9,42.0,3.2,77.1,84.5,0.25
0.18,0.0,493.0,23.1,78.6,69.0,3.4,82.1,78.9,0.5
