ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Avg Air Temp (F),Avg Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F),FIRE_SIZE
0.14,0.0,472.0,12.6,58.6,75.0,2.9,69.5,63.5,415.0
0.14,0.0,456.0,13.1,58.4,78.0,3.8,90.4,63.7,0.1
0.11,0.0,360.0,7.9,59.1,46.0,2.3,55.1,63.9,2.0
0.14,0.0,472.0,12.6,58.6,75.0,2.9,69.5,63.5,238.0
0.13,0.0,419.0,14.8,61.6,79.0,4.6,110.5,59.8,1.0
0.14,0.0,462.0,13.6,61.0,74.0,4.4,106.4,63.2,0.1
0.13,0.0,425.0,14.8,60.5,82.0,4.2,100.9,62.1,0.05
0.16,0.0,519.0,12.6,59.9,72.0,3.7,88.8,70.0,5.0
0.11,0.0,360.0,7.9,59.1,46.0,2.3,55.1,63.9,7.4
0.19,0.0,540.0,15.5,64.7,74.0,5.7,136.8,62.6,0.01
0.18,0.0,532.0,13.1,63.6,65.0,4.3,102.1,65.9,0.25
0.18,0.0,626.0,12.8,58.6,76.0,3.3,80.0,66.3,0.01
0.21,0.0,629.0,13.8,65.5,64.0,5.0,118.9,65.2,0.1
0.11,0.0,407.0,16.8,61.7,90.0,4.1,97.7,67.1,0.01
0.11,0.0,407.0,16.8,61.7,90.0,4.1,97.7,67.1,0.5
0.29,0.0,692.0,12.1,79.8,35.0,5.0,119.8,75.0,0.25
0.13,0.0,451.0,14.9,61.6,80.0,4.1,97.7,67.9,80.0
0.24,0.0,663.0,13.7,68.5,57.0,4.2,100.1,65.8,0.01
0.25,0.06,699.0,8.5,60.7,47.0,4.5,107.5,53.1,0.1
0.15,0.02,549.0,12.5,53.0,91.0,4.0,95.3,63.8,0.01
0.17,0.0,589.0,10.0,47.5,90.0,6.5,155.4,66.0,211.0
0.2,0.0,628.0,16.2,63.6,81.0,3.7,89.8,70.3,0.01
0.23,0.0,647.0,5.9,57.6,36.0,3.3,79.2,58.8,0.01
0.29,0.0,690.0,12.9,82.3,34.0,3.7,89.6,77.4,1.0
0.2,0.03,581.0,10.8,58.0,66.0,3.1,75.1,63.4,0.2
0.23,0.0,627.0,17.4,68.0,75.0,4.7,112.2,66.0,0.1
0.08,0.0,342.0,16.9,57.8,100.0,3.7,88.5,68.1,1.0
0.2,0.0,589.0,16.8,65.6,78.0,4.4,105.3,72.6,0.01
0.23,0.0,627.0,17.4,68.0,75.0,4.7,112.2,66.0,0.1
0.16,0.0,580.0,14.1,59.7,81.0,3.5,83.0,70.3,0.01
0.19,0.02,630.0,13.3,57.7,82.0,4.0,97.1,63.5,0.01
0.24,0.03,698.0,7.3,59.9,42.0,7.1,169.4,55.4,0.1
0.25,0.0,660.0,12.7,68.9,52.0,4.9,117.8,68.5,180.0
0.22,0.0,704.0,14.2,60.6,78.0,4.9,118.6,67.23368450150501,0.21
0.28,0.0,717.0,12.0,68.3,51.0,6.2,148.7,67.6,0.1
0.31,0.0,752.0,10.0,83.0,26.0,5.1,122.3,77.2,0.5
0.09,0.03,307.0,14.2,61.8,76.0,2.7,65.2,69.5,0.1
0.2,0.0,0.0,12.120135057471265,55.7,54.759777686290654,1.5,35.8,65.3,1.0
0.2,0.0,0.0,12.120135057471265,55.7,54.759777686290654,1.5,35.8,65.3,0.6
0.19,0.0,573.0,13.5,64.0,66.0,6.4,152.9,67.6,1.0
0.22,0.0,618.0,15.1,64.6,73.0,4.7,112.9,72.4,1.0
0.22,0.0,681.0,13.5,65.2,63.0,5.3,126.6,69.5,0.5
0.21,0.06,726.0,9.5,53.7,67.0,6.4,153.9,55.3,1.0
0.22,0.0,681.0,13.5,65.2,63.0,5.3,126.6,69.5,0.01
0.09,0.0,314.0,14.4,63.4,72.0,4.8,115.9,69.7,0.01
0.12,0.0,359.0,13.4,60.7,74.0,6.6,157.3,65.5,1.5
0.17,0.0,498.0,13.2,62.4,69.0,7.2,173.0,67.7,100.0
0.17,0.0,498.0,13.2,62.4,69.0,7.2,173.0,67.7,0.01
0.17,0.0,498.0,13.2,62.4,69.0,7.2,173.0,67.7,0.01
0.17,0.0,498.0,13.2,62.4,69.0,7.2,173.0,67.7,1.0
0.16,0.0,509.0,14.7,61.1,80.0,3.6,85.3,67.1,0.1
0.14,0.0,445.0,13.2,64.3,64.0,4.6,109.3,70.1,0.1
0.17,0.03,620.0,9.5,52.7,70.0,7.4,178.5,55.5,1.0
0.14,0.0,445.0,13.2,64.3,64.0,4.6,109.3,70.1,0.01
0.14,0.02,451.0,13.1,59.7,75.0,5.0,119.8,67.5,1.0
0.17,0.0,498.0,13.2,62.4,69.0,7.2,173.0,67.7,0.01
0.09,0.0,321.0,12.2,57.7,75.0,4.6,110.4,67.23368450150501,0.12
0.29,0.0,614.0,11.8,77.7,36.0,7.4,177.5,76.0,0.1
0.22,0.0,620.0,11.6,63.6,58.0,6.2,148.7,67.5,0.01
0.19,0.05,591.0,12.3,60.1,69.0,3.3,78.0,63.6,0.01
0.23,0.0,671.0,11.7,61.0,64.0,5.9,141.7,67.5,1.0
0.22,0.0,620.0,11.6,63.6,58.0,6.2,148.7,67.5,0.1
0.15,0.01,446.0,13.7,64.5,66.0,3.9,94.4,73.9,0.11
0.22,0.0,620.0,11.6,63.6,58.0,6.2,148.7,67.5,0.25
0.2,0.0,688.0,4.3,44.9,43.0,3.6,87.2,56.4,0.01
0.15,0.01,446.0,13.7,64.5,66.0,3.9,94.4,73.9,0.12
0.23,0.0,671.0,11.7,61.0,64.0,5.9,141.7,67.5,0.25
0.17,0.0,569.0,5.2,50.1,42.0,3.2,76.1,56.4,0.1
0.2,0.0,622.0,12.7,65.6,59.0,4.1,97.7,69.9,0.01
0.26,0.0,705.0,12.9,72.9,47.0,2.5,60.9,69.9,0.12
0.29,0.0,736.0,14.0,83.1,36.0,4.0,96.1,77.1,0.1
0.14,0.02,522.0,13.8,55.7,91.0,4.0,95.8,65.2,0.1
0.28,0.0,751.0,13.4,73.1,48.0,4.0,95.6,69.7,0.1
0.28,0.0,751.0,13.4,73.1,48.0,4.0,95.6,69.7,1.0
0.22,0.0,670.0,14.7,63.1,75.0,4.2,101.3,67.23368450150501,0.5
0.29,0.0,679.0,11.7,80.8,32.0,5.0,118.9,68.6,0.01
0.35,0.0,723.0,11.2,86.8,26.0,6.6,157.4,75.0,1.0
0.1859794472828611,0.0,765.0,5.9,84.6,15.0,5.3,128.0,68.8,0.1
0.04,0.07,176.0,13.5,63.2,68.0,3.2,75.8,57.2,0.01
0.03,0.0,154.0,16.4,62.5,85.0,3.1,74.3,67.23368450150501,1.5
0.05,0.04,143.0,13.0,66.1,59.0,2.5,59.2,65.8,4.0
0.06,0.01,153.0,14.1,71.6,53.0,3.2,76.6,67.8,3.0
0.05,0.04,143.0,13.0,66.1,59.0,2.5,59.2,65.8,0.25
0.09,0.01,203.0,14.8,74.7,50.0,2.9,69.0,76.8,0.5
0.14,0.0,293.0,15.7,77.9,48.0,4.6,110.8,67.2,1.0
0.2,0.0,350.0,20.0,81.3,55.0,9.3,224.3,76.2,0.2
0.24,0.0,689.0,17.9,68.6,75.0,4.8,115.4,67.23368450150501,0.12
0.18,0.0,607.0,15.2,56.9,96.0,4.5,107.3,70.0,0.02
0.2,0.02,549.0,16.5,68.0,71.0,4.7,112.9,71.3,0.1
0.22,0.06,697.0,11.6,59.4,67.0,3.9,93.5,58.2,0.25
0.13,0.0,473.0,18.0,67.0,80.0,3.5,84.6,66.6,0.01
0.19,0.01,559.0,16.4,68.5,69.0,4.8,114.9,72.0,21.0
0.21,0.0,568.0,16.9,68.2,72.0,4.7,113.1,69.0,12.0
0.09,0.0,306.0,17.0,65.5,79.0,3.8,90.1,70.4,214.0
0.09,0.0,306.0,17.0,65.5,79.0,3.8,90.1,70.4,214.0
0.28,0.0,701.0,20.1,86.6,47.0,4.2,101.6,81.6,1.0
0.18,0.01,549.0,16.1,67.9,69.0,4.6,110.5,72.8,0.1
0.27,0.0,688.0,16.9,74.0,59.0,4.9,116.6,70.8,0.1
0.27,0.0,688.0,16.9,74.0,59.0,4.9,116.6,70.8,0.1
0.27,0.0,704.0,21.5,87.6,48.0,3.1,74.4,82.9,0.2
0.29,0.0,722.0,15.1,78.3,46.0,4.1,98.0,71.3,3.0
0.31,0.0,726.0,12.4,76.8,39.0,5.0,119.4,72.4,1.0
0.29,0.0,706.0,15.0,75.4,50.0,4.9,116.9,68.5,0.1
0.3,0.0,726.0,13.0,79.0,39.0,4.4,104.6,71.6,0.01
0.24,0.0,726.0,13.9,61.8,74.0,4.3,103.7,67.23368450150501,0.6
0.31,0.0,722.0,13.3,77.3,42.0,5.3,127.8,72.0,0.1
0.31,0.0,722.0,13.3,77.3,42.0,5.3,127.8,72.0,0.1
0.3,0.0,667.0,10.3,76.8,33.0,5.0,120.0,69.7,4.0
0.35,0.0,713.0,11.8,92.0,23.0,5.8,139.6,81.4,1.0
0.31,0.0,726.0,12.0,79.4,35.0,4.8,115.1,71.5,0.1
0.31,0.0,714.0,10.9,79.5,32.0,5.1,121.3,68.4,0.01
0.3,0.0,784.0,12.1,77.9,37.0,4.0,95.0,72.6,0.01
0.3,0.0,784.0,12.1,77.9,37.0,4.0,95.0,72.6,0.1
0.28,0.06,750.0,6.9,67.6,30.0,6.0,144.0,59.3,1.0
0.29,0.0,778.0,2.3,66.9,10.0,5.4,130.6,61.4,0.1
0.41,0.0,733.0,8.4,96.0,15.0,7.6,181.3,81.9,0.1
0.41,0.0,733.0,8.4,96.0,15.0,7.6,181.3,81.9,1.0
0.32,0.0,722.0,8.0,78.5,24.0,5.1,123.6,71.2,0.01
0.29,0.0,778.0,2.3,66.9,10.0,5.4,130.6,61.4,0.1
0.19,0.03,648.0,16.0,62.3,83.0,3.2,75.9,74.3,80.0
0.32,0.0,792.0,10.6,80.4,30.0,4.1,99.4,71.7,0.01
0.26,0.0,745.0,11.8,68.6,49.0,4.5,108.5,69.7,0.01
0.32,0.0,792.0,10.6,80.4,30.0,4.1,99.4,71.7,0.01
0.26,0.02,604.0,7.6,73.9,27.0,3.2,76.2,66.6,0.01
0.24,0.03,605.0,8.4,67.4,37.0,2.7,65.1,66.7,2.0
0.21,0.0,682.0,13.2,58.2,80.0,4.5,106.9,70.8,1.0
0.3,0.0,696.0,10.4,78.5,31.0,4.4,105.6,71.6,0.01
0.22,0.03,595.0,11.1,67.1,49.0,2.8,66.2,66.2,0.2
0.29,0.0,698.0,13.4,77.9,41.0,4.5,108.5,68.0,0.01
0.22,0.0,689.0,18.9,68.1,80.0,2.8,67.3,74.3,0.01
0.29,0.0,698.0,13.4,77.9,41.0,4.5,108.5,68.0,0.1
0.2,0.0,677.0,14.3,57.2,89.0,4.5,107.3,71.6,0.5
0.23,0.0,678.0,14.6,62.6,75.0,4.3,103.4,67.23368450150501,0.3
0.2,0.01,417.0,10.0,79.7,29.0,3.8,90.5,71.8,0.05
0.16,0.0,491.0,15.0,62.7,77.0,4.2,100.0,67.23368450150501,0.12
0.18,0.0,364.0,20.3,90.0,42.0,4.1,98.1,81.0,0.1
0.2,0.0,434.0,12.0,80.6,34.0,4.7,112.6,71.9,0.5
0.2,0.0,434.0,12.0,80.6,34.0,4.7,112.6,71.9,0.1
0.23,0.0,539.0,13.8,81.3,38.0,3.7,88.2,75.3,0.01
0.14,0.0,444.0,10.5,64.2,51.0,2.3,54.4,63.2,0.1
0.17,0.01,611.0,13.2,56.0,86.0,4.4,104.8,66.8,0.01
0.29,0.0,567.0,20.8,92.5,40.0,5.8,140.1,84.9,0.01
0.21,0.07,516.0,20.7,78.9,62.0,4.6,109.5,77.7,0.1
0.23,0.0,540.0,14.0,80.7,39.0,3.5,83.9,75.2,0.1
0.1859794472828611,0.0,690.0,13.2,91.6,26.0,5.8,138.7,75.6,0.1
0.2,0.11,544.0,14.2,68.4,60.0,4.2,100.9,62.8,0.01
0.19,0.0,329.0,24.4,88.1,54.0,7.2,173.8,81.7,1.0
0.07,0.09,257.0,16.3,66.4,74.0,3.2,76.9,63.1,0.1
0.18,0.0,545.0,21.6,70.7,84.0,3.8,91.3,74.7,0.01
0.2,0.0,546.0,16.9,68.5,71.0,4.3,103.7,67.23368450150501,52.0
0.24,0.0,581.0,14.6,76.4,47.0,4.2,100.4,74.7,1.0
0.22,0.0,640.0,19.8,72.3,73.0,2.5,61.0,71.7,0.1
0.05,0.012056074766355139,491.0,12.120135057471265,73.9,54.759777686290654,4.168932400665099,100.04498308583224,74.4,0.25
0.08,0.0,318.0,20.2,66.5,91.0,3.9,92.6,74.0,0.01
0.16,0.0,0.0,17.7,62.3,92.0,1.5,35.6,71.8,0.1
0.23,0.0,617.0,16.8,71.6,64.0,4.9,116.8,73.1,0.1
0.32,0.0,663.0,15.4,89.6,32.0,5.6,133.9,83.1,0.01
0.25,0.06,718.0,11.4,63.3,57.0,5.0,119.2,62.3,0.4
0.2,0.0,551.0,15.7,69.1,64.0,4.8,115.8,72.8,0.05
0.14,0.0,396.0,15.7,66.1,72.0,5.1,123.3,76.7,2.0
0.2,0.0,535.0,16.1,68.3,68.0,7.5,179.5,72.7,0.01
0.3,0.0,954.0,14.3,88.4,31.0,6.1,146.1,83.9,0.25
0.27,0.0,611.0,0.1,67.9,54.759777686290654,8.2,197.2,75.7,0.1
0.22,0.0,594.0,14.4,68.0,62.0,7.8,187.1,72.3,100.0
0.19,0.01,592.0,16.0,63.7,79.0,4.6,110.5,68.5,0.1
0.16,0.0,471.0,15.1,66.3,69.0,4.7,112.9,69.4,0.05
0.17,0.0,539.0,16.4,68.5,69.0,2.8,67.9,71.3,55.0
0.19,0.01,592.0,16.0,63.7,79.0,4.6,110.5,68.5,0.1
0.19,0.01,564.0,14.1,63.2,71.0,3.1,74.6,69.1,5.0
0.17,0.0,539.0,16.4,68.5,69.0,2.8,67.9,71.3,55.0
0.26,0.0,692.0,14.3,70.9,55.0,4.5,107.8,71.4,0.01
0.21,0.0,660.0,18.0,67.8,77.0,3.1,75.1,74.2,0.01
0.26,0.0,656.0,15.9,72.2,59.0,4.8,114.1,68.9,0.2
0.21,0.02,614.0,15.6,64.3,76.0,4.4,105.9,68.4,0.01
0.21,0.02,614.0,15.6,64.3,76.0,4.4,105.9,68.4,0.25
0.25,0.0,683.0,17.7,74.8,60.0,3.7,88.2,70.7,0.04
0.25,0.0,737.0,5.0,57.7,31.0,3.4,82.0,61.0,0.1
0.26,0.0,692.0,14.5,71.0,56.0,4.1,98.7,80.7,0.1
0.29,0.0,647.0,12.0,73.8,42.0,5.9,140.6,70.4,0.1
0.21,0.0,651.0,15.7,64.0,77.0,5.0,119.9,67.23368450150501,0.02
0.22,0.0,604.0,17.7,69.5,72.0,4.7,113.8,72.6,3.1
0.2,0.0,618.0,18.3,69.5,74.0,3.4,81.4,75.9,0.01
0.23,0.15,687.0,16.6,67.2,73.0,4.0,96.1,74.6,198.0
0.2,0.01,580.0,13.5,61.6,72.0,3.1,74.2,70.4,0.75
0.26,0.0,667.0,13.8,72.0,51.0,5.9,142.5,71.8,0.1
0.22,0.0,660.0,17.1,67.9,73.0,4.0,96.6,75.6,0.1
0.21,0.0,660.0,15.0,59.7,86.0,4.4,106.2,74.7,0.1
0.21,0.0,678.0,15.9,64.5,77.0,3.0,72.5,72.3,2446.0
0.21,0.0,678.0,15.9,64.5,77.0,3.0,72.5,72.3,2446.0
0.15,0.0,196.0,28.0,79.6,81.0,4.9,117.1,82.4,1.0
0.16,0.0,3.0,24.9,71.7,94.0,6.1,146.8,72.0,1.0
0.14,0.39,398.0,23.6,74.9,80.0,4.0,96.3,69.3,0.01
0.23,0.12,574.0,25.6,77.5,54.759777686290654,5.3,126.5,77.3,311.0
0.15,0.0,500.0,18.4,64.2,90.0,4.0,97.1,71.1,1.0
0.22,0.0,612.0,17.6,74.2,61.0,3.6,86.1,75.7,1.0
0.23,0.01,721.0,5.9,54.9,40.0,2.9,70.4,61.4,55.0
0.23,0.01,721.0,5.9,54.9,40.0,2.9,70.4,61.4,55.0
0.23,0.07,708.0,12.7,62.1,67.0,4.8,115.9,61.3,0.1
0.23,0.0,662.0,15.2,61.3,82.0,4.3,103.4,73.6,0.01
0.36,0.0,696.0,11.0,93.7,20.0,7.2,172.1,83.4,0.01
0.24,0.08,674.0,11.4,67.3,50.0,5.8,138.1,60.8,0.1
0.25,0.06,718.0,10.2,64.5,49.0,6.8,162.6,61.0,0.1
0.34,0.0,704.0,10.3,91.5,20.0,5.8,139.3,84.1,0.25
0.22,0.0,666.0,14.3,73.0,51.0,1.4,34.3,72.8,0.01
0.24,0.0,689.0,15.0,77.2,47.0,1.3,30.0,72.6,0.1
0.13,0.03,453.0,17.0,61.4,91.0,3.5,83.4,69.7,0.25
0.2,0.0,561.0,20.5,69.4,83.0,4.7,112.0,74.0,0.01
0.14,0.01,472.0,17.7,63.2,90.0,4.0,97.0,69.8,0.2
0.29,0.0,583.0,20.6,94.2,38.0,5.0,119.8,86.0,0.25
0.22,0.0,633.0,18.0,68.4,76.0,3.2,75.7,73.7,1.0
0.33,0.0,611.0,18.9,94.3,34.0,6.2,148.6,83.3,0.01
0.23,0.0,623.0,17.6,76.4,57.0,4.0,95.1,77.6,0.01
0.29,0.0,628.0,10.6,91.7,21.0,3.6,86.2,81.6,0.1
0.23,0.0,623.0,17.6,76.4,57.0,4.0,95.1,77.6,0.01
0.24,0.0,645.0,16.4,70.0,65.0,4.4,106.1,71.5,0.01
0.2,0.01,593.0,20.1,74.1,70.0,2.2,52.1,75.7,6.0
0.27,0.0,597.0,13.5,77.9,41.0,4.7,113.1,73.0,0.01
0.26,0.0,671.0,15.0,81.9,40.0,4.9,118.7,79.3,1.0
0.29,0.0,604.0,18.6,93.3,35.0,4.9,118.0,84.1,0.2
0.06,0.02,245.0,17.4,61.3,94.0,3.8,90.1,68.7,0.25
0.16,0.11,482.0,10.1,60.8,55.0,2.6,63.2,62.0,0.1
0.26,0.01,653.0,15.4,71.5,58.0,5.4,130.2,74.6,0.25
0.21,0.0,612.0,18.2,69.7,74.0,4.2,100.1,77.4,0.01
0.22,0.0,647.0,16.0,73.2,57.0,1.6,39.0,73.7,0.1
0.21,0.0,625.0,14.8,71.7,56.0,1.4,33.9,72.9,13.0
0.22,0.0,640.0,15.6,63.8,77.0,4.3,103.3,67.23368450150501,0.29
0.21,0.0,641.0,15.7,70.9,61.0,1.4,33.4,72.7,0.1
0.24,0.0,690.0,5.4,59.7,31.0,3.4,81.3,60.5,0.1
0.17,0.03,519.0,16.2,65.2,76.0,3.9,94.7,73.9,0.5
0.11,0.0,355.0,17.0,65.3,79.0,2.6,62.5,76.7,0.1
0.21,0.0,643.0,15.4,71.1,59.0,1.3,32.4,72.5,0.1
0.19,0.0,584.0,16.7,65.3,78.0,3.2,77.8,72.9,0.1
0.22,0.0,535.0,18.4,76.3,59.0,3.2,77.2,73.8,0.1
0.22,0.0,641.0,16.0,66.2,73.0,4.6,109.6,67.23368450150501,0.12
0.23,0.0,640.0,15.8,67.1,70.0,3.8,92.1,67.23368450150501,0.01
0.22,0.0,597.0,17.4,73.7,61.0,2.5,59.3,80.7,0.1
0.31,0.0,594.0,8.2,84.5,20.0,4.9,118.3,71.2,0.1
0.24,0.0,617.0,17.3,75.5,57.0,4.4,105.0,67.23368450150501,0.1
0.34,0.0,723.0,19.7,90.9,40.0,7.6,183.3,92.1,1.0
0.35,0.0,627.0,13.6,94.5,25.0,7.4,178.4,86.0,2.0
0.27,0.0,614.0,12.7,75.6,42.0,5.1,122.3,74.8,1.0
0.31,0.0,607.0,14.0,91.5,28.0,5.8,138.7,85.4,0.1
0.15,0.02,499.0,17.2,64.0,84.0,2.2,53.0,70.3,0.01
0.18,0.0,507.0,17.5,70.7,68.0,3.6,85.4,82.4,0.1
0.27,0.0,572.0,17.9,90.3,37.0,4.9,118.2,84.5,0.1
0.25,0.0,606.0,20.8,87.3,47.0,3.6,85.7,84.4,0.1
0.17,0.01,520.0,17.0,65.6,79.0,3.8,90.9,70.0,0.01
0.17,0.0,476.0,17.0,70.7,66.0,2.6,62.6,81.3,0.5
0.19,0.0,594.0,16.8,67.2,74.0,3.3,79.4,73.8,0.01
0.2,0.0,549.0,19.0,71.8,72.0,2.8,67.2,73.4,0.01
0.27,0.0,581.0,16.6,89.6,35.0,3.7,87.9,85.4,0.1
0.27,0.0,581.0,16.6,89.6,35.0,3.7,87.9,85.4,1.0
0.22,0.0,609.0,16.5,78.5,50.0,1.3,32.1,72.9,0.01
0.07,0.0,207.0,16.5,79.0,49.0,1.3,30.5,73.3,1.0
0.25,0.0,568.0,14.0,80.8,39.0,3.3,78.1,81.8,0.1
0.23,0.0,496.0,21.0,92.0,41.0,3.2,77.7,85.9,0.01
0.28,0.0,629.0,14.0,84.0,35.0,4.3,103.3,76.4,0.01
0.24,0.1,599.0,12.0,70.8,46.0,4.5,109.0,62.5,0.5
0.19,0.0,537.0,19.1,68.8,80.0,4.6,109.5,67.23368450150501,0.12
0.21,0.0,586.0,17.1,72.1,64.0,3.9,93.6,83.4,0.25
0.28,0.0,634.0,22.0,86.8,50.0,5.4,129.7,87.6,1.0
0.2,0.0,525.0,15.2,69.3,62.0,4.5,107.6,73.7,0.1
0.27,0.0,563.0,15.7,86.7,36.0,5.3,126.4,83.9,1.0
0.16,0.03,452.0,14.1,62.8,72.0,2.7,63.9,68.4,0.1
0.17,0.0,504.0,14.6,68.7,61.0,2.4,58.4,80.1,0.5
0.19,0.0,587.0,12.1,70.9,47.0,1.3,31.9,71.0,0.01
0.25,0.0,599.0,9.3,84.7,23.0,3.8,90.6,82.7,1.0
0.24,0.0,577.0,12.6,76.6,40.0,3.9,92.7,71.9,0.1
0.23,0.0,581.0,9.5,71.7,36.0,3.3,79.7,69.1,3.0
0.19,0.0,431.0,11.1,70.6,44.0,3.7,89.0,67.23368450150501,0.35
0.19,0.02,460.0,8.1,67.0,36.0,2.4,57.3,65.9,0.5
0.25,0.0,539.0,11.7,78.6,35.0,4.9,116.9,70.5,0.1
0.21,0.03,516.0,19.2,81.4,53.0,3.5,83.6,77.0,0.01
0.25,0.0,546.0,16.7,87.2,38.0,4.0,95.0,75.9,0.17
0.17,0.0,347.0,17.4,81.6,47.0,4.2,100.2,72.3,0.01
0.2,0.0,739.0,20.1,81.5,55.0,3.3,78.9,74.7,0.25
0.12,0.0,353.0,20.3,71.8,76.0,3.7,87.9,75.9,0.1
0.06,0.0,222.0,19.3,66.9,86.0,2.9,68.5,67.23368450150501,0.2
0.07,0.06,246.0,19.4,66.0,54.759777686290654,2.6,62.1,70.2,0.03
0.14,0.0,453.0,19.1,73.2,68.0,1.6,38.2,74.2,1.0
0.12,0.0,299.0,22.1,78.3,67.0,5.6,134.0,82.6,0.2
0.03,0.33,160.0,11.1,51.3,86.0,3.6,87.4,58.7,100.0
0.04,0.0,161.0,18.2,64.8,87.0,4.3,102.9,67.23368450150501,0.2
0.1859794472828611,0.17,304.0,15.8,71.3,60.0,5.7,137.6,74.8,0.1
0.08,0.0,255.0,23.7,77.3,74.0,3.8,90.2,79.6,0.01
0.12,0.0,299.0,22.1,78.3,67.0,5.6,134.0,82.6,1.0
0.08,0.0,255.0,23.7,77.3,74.0,3.8,90.2,79.6,0.1
0.12,0.0,246.0,22.1,78.7,66.0,4.5,109.0,81.6,0.01
0.23,0.0,549.0,14.4,82.0,39.0,4.4,106.8,81.1,0.2
0.18,0.0,528.0,13.5,65.4,63.0,3.6,85.9,69.1,0.08
0.24,0.0,549.0,14.1,81.8,38.0,4.4,104.7,81.3,0.01
0.23,0.0,503.0,13.4,83.2,34.0,4.5,107.0,71.5,0.01
0.2,0.0,503.0,12.2,77.0,38.0,2.3,56.4,70.9,1.0
0.14,0.0,393.0,17.3,75.7,57.0,1.6,37.7,73.7,0.01
0.15,0.0,471.0,18.7,67.3,82.0,2.7,65.1,67.23368450150501,1.0
0.12,0.01,382.0,19.4,67.3,85.0,3.9,93.1,70.1,0.06
0.12,0.02,387.0,17.7,65.1,84.0,3.6,86.1,69.6,0.01
0.19,0.04,501.0,18.4,75.8,60.0,3.2,77.3,78.0,0.1
0.18,0.0,523.0,7.9,59.0,46.0,3.1,74.8,57.6,0.1
0.18,0.0,487.0,16.9,81.4,46.0,1.2,29.6,73.2,0.01
0.2,0.0,497.0,13.5,79.2,40.0,3.1,73.6,67.23368450150501,0.12
0.2,0.0,482.0,18.3,83.2,47.0,4.2,99.7,73.8,0.25
0.16,0.0,468.0,16.9,67.8,73.0,2.6,63.5,67.23368450150501,0.2
0.2,0.0,494.0,16.0,81.6,44.0,3.3,79.6,73.7,1.0
0.22,0.0,514.0,10.8,78.4,33.0,5.1,121.3,75.8,0.1
0.22,0.0,489.0,12.6,77.1,40.0,5.0,121.2,71.6,0.1
0.11,0.02,355.0,18.1,64.4,88.0,3.4,81.7,69.0,0.01
0.14,0.0,443.0,16.3,65.5,76.0,2.9,68.7,67.23368450150501,0.02
0.15,0.0,440.0,16.8,69.5,68.0,2.4,57.3,78.5,21.0
0.15,0.0,440.0,16.8,69.5,68.0,2.4,57.3,78.5,21.0
0.15,0.0,440.0,16.8,69.5,68.0,2.4,57.3,78.5,0.1
0.15,0.0,440.0,16.8,69.5,68.0,2.4,57.3,78.5,0.1
0.22,0.0,509.0,14.9,86.3,35.0,3.8,92.1,82.3,0.2
0.16,0.0,478.0,15.2,65.8,70.0,3.6,86.8,67.23368450150501,0.25
0.22,0.01,495.0,9.6,75.7,32.0,4.3,103.1,71.2,0.6
0.16,0.0,480.0,14.3,73.6,50.0,1.4,33.8,71.6,0.01
0.18,0.0,445.0,14.6,74.3,50.0,4.5,108.3,71.3,0.01
0.13,0.01,363.0,17.1,66.4,77.0,4.5,108.1,68.2,0.1
0.16,0.0,480.0,14.3,73.6,50.0,1.4,33.8,71.6,0.01
0.18,0.0,485.0,13.0,69.0,54.0,3.6,87.3,77.9,0.1
0.16,0.0,448.0,14.7,71.0,57.0,4.0,95.1,70.5,0.01
0.15,0.0,465.0,11.0,70.8,43.0,1.1,25.3,70.1,0.12
0.14,0.0,401.0,17.4,67.7,75.0,3.9,94.5,73.2,0.1
0.14,0.0,446.0,20.5,70.3,81.0,3.7,88.9,75.5,0.01
0.04,0.08,209.0,7.9,42.4,86.0,3.8,90.2,53.8,0.1
0.11,0.01,350.0,13.7,59.2,80.0,4.8,115.5,69.9,0.01
0.1,0.02,313.0,12.3,59.4,71.0,3.1,74.1,65.1,0.01
0.05,0.15,167.0,17.2,65.9,79.0,4.7,113.1,74.0,0.01
0.07,0.03,267.0,14.4,58.9,85.0,4.3,104.4,68.2,0.01
0.09,0.34,328.0,16.7,64.1,82.0,1.8,43.5,69.0,1.0
0.13,0.0,401.0,14.7,65.4,69.0,3.4,81.3,68.5,0.1
0.08,0.0,228.0,14.3,63.5,71.0,3.6,86.0,67.23368450150501,0.11
0.08,0.0,344.0,6.8,41.7,76.0,2.8,67.4,52.1,0.1
0.16,0.16,452.0,15.6,68.5,66.0,3.6,85.3,73.8,0.5
0.17,0.0,454.0,15.6,67.2,68.0,4.6,110.5,67.8,0.01
0.19,0.03,429.0,13.9,78.0,42.0,3.8,91.9,74.4,29.6
0.19,0.03,429.0,13.9,78.0,42.0,3.8,91.9,74.4,50.0
0.09,0.0,217.0,15.6,67.8,67.0,2.8,68.0,67.23368450150501,1.0
0.2,0.0,456.0,0.2,77.5,54.759777686290654,4.8,115.8,71.5,0.25
0.19,0.0,421.0,13.2,74.2,46.0,5.1,122.2,68.2,0.01
0.15,0.0,362.0,15.9,67.8,68.0,4.4,106.4,69.6,1.0
0.21,0.0,431.0,13.2,84.3,33.0,4.3,104.1,75.1,1.0
0.17,0.0,402.0,17.2,80.8,48.0,3.9,92.8,76.0,0.5
